",Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,total_spendings,Total_Children,Living_With"
"2216,Graduate,28427.0,67,2,2,0,3,8,0,0,43,465,52,1,Partner"
"2217,Postgraduate,82032.0,54,0,4,6,7,1,0,0,78,85,1234,0,Alone"
"2218,Graduate,22775.0,40,1,1,0,2,8,0,0,48,375,15,1,Partner"
"2219,Postgraduate,40101.0,73,4,6,1,6,7,0,0,41,623,415,1,Partner"
"2220,Graduate,58025.0,81,3,3,2,10,4,0,0,47,215,470,1,Partner"
"2221,Postgraduate,75777.0,12,1,3,6,11,1,0,1,44,360,1438,0,Alone"
"2222,Undergraduate,7500.0,7,4,3,2,2,7,0,0,47,418,53,1,Partner"
"2223,Postgraduate,33562.0,33,3,2,0,4,4,0,0,63,4,51,3,Partner"
"2224,Postgraduate,57642.0,24,3,7,6,6,4,0,0,56,171,679,1,Alone"
"2225,Graduate,58554.0,55,6,8,2,6,7,0,0,58,641,586,2,Partner"
"2226,Graduate,63777.0,87,8,11,1,6,8,0,0,47,462,653,2,Partner"
"2227,Graduate,57967.0,39,5,4,2,8,5,0,0,64,483,468,1,Alone"
"2228,Undergraduate,52247.25135379061,53,0,0,0,1,0,0,0,48,686,1679,0,Partner"
"2229,Graduate,24434.0,9,2,2,1,2,7,0,0,54,42,50,2,Partner"
"2230,Graduate,11012.0,82,3,3,1,2,9,0,0,42,470,84,1,Alone"
"2231,Postgraduate,44802.0,71,2,9,4,12,8,0,0,56,677,1049,0,Alone"
"2232,Graduate,26816.0,50,1,0,0,3,4,0,0,40,681,22,0,Alone"
"2234,Graduate,34421.0,81,1,1,0,2,7,0,0,52,363,30,1,Partner"
"2235,Graduate,61223.0,46,2,9,3,4,5,0,0,59,381,1341,1,Partner"
"2236,Postgraduate,64014.0,56,7,8,2,5,7,0,0,80,19,444,3,Partner"
"2237,Graduate,56981.0,91,1,2,3,13,6,0,0,45,155,1241,0,Alone"
"2238,Postgraduate,69245.0,8,2,6,5,10,3,0,0,70,156,843,1,Partner"
"2239,Postgraduate,52869.0,40,3,3,1,4,7,0,1,72,622,172,2,Partner"
